Number_of_Customers,Menu_Price,Marketing_Spend,Cuisine_Type,Average_Customer_Spending,Promotions,Reviews,Monthly_Revenue
52,16.653264309725685,16.39595609969455,American,25.03409860727917,0,87,
84,34.69407029651897,6.668146443,Japanese,42.821785909839484,1,79,
32,30.923388983271387,14.661023797199867,Italian,10.285683270729802,1,96,
64,36.80384138443767,10.571562194443942,Japanese,28.26922371543361,0,11,
89,47.18423509687957,15.867880286106955,Italian,23.169224613655782,1,33,
84,31.290408533561607,19.81092065540267,American,12.099268403989104,1,70,
25,33.23728213051191,4.013020348075225,Japanese,28.009451466904693,1,74,
17,13.585053566197685,19.89297283119996,American,20.189948293468753,0,30,
13,38.70543143634518,1.796243086,Italian,24.07539337388026,0,92,
13,25.99620827216625,0.046350958,Japanese,38.22461219137172,0,61,
65,49.06900954650315,0.8832387235566252,American,30.862039356438686,1,12,
34,42.92696062382641,6.835648094735234,Italian,14.985897159712533,1,30,
76,30.899241620644734,12.658126613568683,American,48.45658161694556,0,1,
76,14.928906166886641,1.3805908177569925,Mexican,35.43643062838953,0,14,
36,44.37663173122357,0.1133162905913454,Italian,40.63473702650126,1,56,
41,41.99124381696087,18.741820569175896,Italian,13.168526000334833,1,74,
59,17.38340518148132,16.438532718798594,Italian,11.882335178400755,0,33,
70,21.811131568812403,16.183663422780622,Japanese,10.777922014723247,1,67,
60,41.736290325913494,17.68848551003954,Japanese,17.55176111093778,1,74,
28,17.409137861896387,14.000685455442088,Japanese,26.576335908739807,1,28,
30,46.71009956685509,2.088082594961629,Mexican,47.43304533611291,1,65,
14,26.981097007854476,7.982003761474461,Mexican,28.282386370631052,1,15,
91,13.481558503506346,14.462989729292591,Italian,21.610204214901177,1,38,
51,42.62994574017124,5.606689215830418,Mexican,32.47741014078653,1,76,
70,24.940387321535503,13.748127282724752,American,14.477383125391569,0,36,
31,31.05996776615124,0.489968965,Italian,34.38023564019933,0,80,
30,14.492173776448766,6.122746817591864,Italian,32.73727817322013,1,20,
79,10.103360593799295,10.982606725543453,American,41.67972133622839,1,43,
10,35.51940823,12.641796590124844,Italian,49.467504464680964,1,18,
14,30.607006813349265,11.540813289238216,Mexican,20.03493886864442,0,70,
21,33.74154276492589,13.95512552146859,Japanese,30.386258032150426,0,7,
99,41.74975401522065,0.1217749647967814,American,46.354616252760145,1,76,
55,35.864236536914404,2.018824,Mexican,41.407595376913655,0,65,
43,16.990937713095086,17.37888505,American,29.496252124032303,1,40,
58,24.430900764423992,13.634972881803225,American,47.814865984591115,1,74,
87,46.23564419151042,2.258632853720226,Italian,12.289467740672375,1,87,
99,40.79778801006716,16.841488747971585,Italian,47.23994478850336,1,69,
54,32.26548231746869,4.844624356491338,Mexican,12.020295695312262,1,60,
36,20.225799912370892,9.565197683904469,American,31.89218976458737,1,25,
82,22.082420073391802,2.903930257693206,Italian,45.61763792004343,1,70,
35,39.27832270342538,14.202201128434133,Italian,20.508837742452112,0,82,
56,44.04697043411083,13.337088420285356,American,28.88993995780634,1,69,
95,36.85698678122458,4.222249423322724,Mexican,22.973155165478666,0,28,
65,42.38119903073767,17.268015337140035,Mexican,48.08575668305406,1,65,
72,40.66624540801624,8.026120484394244,American,42.94582379012363,1,18,
57,15.98815871827831,5.850301821414837,Mexican,38.36006045305518,0,67,
70,26.95779251653208,3.046591789290709,Italian,33.50507946460435,0,57,
90,16.119352033142505,5.323360250310749,American,42.82367157296592,1,69,
35,19.409423392079393,0.44053842447633995,Italian,25.690681660941884,0,56,
45,44.77038499,11.665149849122312,Japanese,27.902074204242474,1,36,
10,28.915678625327285,16.844614926878958,Japanese,39.20006884323446,1,60,
17,31.414324073706435,10.979608988832837,Mexican,24.31019053174857,0,91,
61,17.137838609110887,4.385479238477514,Japanese,12.556037681934953,0,29,
88,22.49087144195184,0.6733835642774544,Italian,12.973384355442859,0,70,
56,19.20984674,4.292561465176057,Japanese,14.614512052228154,0,72,
65,18.247446580737055,8.322428561421846,Italian,44.78725293374651,1,24,
95,35.51843173,15.19222857399593,Mexican,28.889057030248175,0,96,
23,20.27535390582859,3.756857050755482,Mexican,38.51529477378946,0,64,
99,35.280619440816736,14.395829067093722,Italian,25.71637342419573,0,5,
37,12.338184564342157,17.338669367037674,Japanese,20.34843789662538,0,17,
96,15.670975741084074,9.078936962167141,Mexican,23.887686702488477,0,9,
87,20.981610160005015,16.428639832851864,American,41.76729381268734,1,91,
97,33.88187667582767,11.093146960701912,Mexican,35.00864500125753,1,10,
11,37.03364980349504,12.741816741618099,Japanese,47.50559119831608,0,96,
35,27.708678671181083,10.525569206764054,American,37.18819114307336,0,64,
23,27.831636583089157,9.263454335026836,Japanese,32.807265270187756,1,76,
68,38.980674055944725,4.693068835516987,Italian,34.40784035943338,0,83,
65,10.632843670623298,6.063881189220921,American,47.69485757873659,1,64,
16,23.64360097896882,5.7994023788721805,Japanese,41.528037194668244,1,51,
12,42.74828228476931,11.265778619076293,American,10.961649494657513,0,66,
32,34.12877640853489,2.3990738604777984,Japanese,31.36558784542789,1,81,
27,23.489085310216815,18.33583381,American,37.533536461862596,0,77,
47,46.22099169318695,14.413102905662265,Japanese,39.94793914,0,30,
24,40.904909097975306,8.028912618263872,Italian,18.52568477255747,1,90,
73,20.595817889469338,3.1724828905275593,American,44.68709417805409,1,16,
98,35.811593501028675,17.639843394432717,American,48.23372588700655,0,54,
37,33.83002912755827,16.475561802023304,American,19.46861223379479,1,92,
83,26.047516561559306,14.434431054343586,American,45.30461830068983,0,35,
48,24.678243168192026,5.430940948224848,Italian,13.879150500643815,1,25,
66,23.74241899102816,8.048932748673378,American,12.228273444609808,1,52,
26,34.68623133582587,2.054965049048467,Mexican,15.168952004109975,0,16,
95,27.69639745922678,3.7807904945506343,Italian,12.30964317868144,0,85,
99,43.27452453005688,15.660332746334657,Mexican,43.80048948623104,0,24,
53,36.784104645358475,14.300774377013676,American,12.362005778330879,1,1,
34,12.797264228377365,11.869715259518694,Japanese,20.86656765454622,0,85,
26,35.60672895312664,17.914534518523457,Mexican,14.150253741434256,0,4,
22,20.845897460007393,11.665330356260908,American,21.816881452550597,1,3,
93,33.71247966613691,9.339359999272215,Mexican,13.62237870403682,1,35,
34,37.20527724413806,6.8074149261152535,American,36.720130029720565,0,5,
77,19.233167566160482,18.80897011472345,American,15.333072653703006,0,20,
19,28.274345795214746,1.65430923,American,44.07383703355551,0,76,
76,17.61299451276271,18.617747441216167,Japanese,42.68764202906564,0,88,
27,12.093555031460333,16.534293198620368,Mexican,10.546467418824378,1,25,
95,25.139056939434763,2.598598490714026,Italian,45.82905422060458,1,54,
43,24.51777087383968,11.299687153505072,Italian,11.157772669734683,0,38,
17,49.81921962817028,17.33095963498174,Italian,19.585831398302265,0,83,
49,27.854094047905686,11.436183272143074,Italian,11.295565511039802,0,32,
92,23.342781978888016,18.143996431212447,American,23.43373948157264,1,13,
51,33.21900026866699,18.85967633632085,Mexican,30.554661028530866,0,55,
50,13.550695764310738,8.447690443686117,Mexican,41.865794760605525,0,99,
15,48.46662943819253,7.546273228126472,Japanese,23.519262018793444,1,80,
61,35.39840182364132,18.726423079383135,Mexican,38.21960098692467,1,20,
35,40.193512797633915,13.502801222993362,Mexican,17.500178284759215,0,45,
73,16.819117526956703,2.3204536269633858,Mexican,40.023938269765054,0,15,
68,26.379114120208158,0.8458349844536239,Japanese,19.439864236369502,1,15,
65,26.90756453584758,11.292581019945263,Italian,15.741790237750717,0,83,
68,42.872257756043474,18.60341930876849,Mexican,17.416354014962174,0,28,
79,10.049467190376378,16.88497404811637,Japanese,17.282525155274215,1,91,
42,22.034124334130205,13.51695492928673,Japanese,30.514515175079644,1,7,
62,49.24945497377215,2.7823169778217505,American,43.791903247525845,1,87,
31,28.995461740248743,5.084627674973912,Japanese,13.184203079700225,0,2,
30,25.30105120976033,17.510224531052323,Italian,38.27825273973691,1,88,
79,14.793160080705853,3.6561447331380093,Mexican,36.173858386114304,1,18,
79,48.966585145120625,5.568788165008691,Japanese,44.90079807317449,0,96,
13,10.801054237032979,2.592013023908839,Italian,19.76590242027629,0,65,
84,39.487209000289724,13.522164628288223,Japanese,28.004394347401185,1,78,
71,40.743992191540336,18.879646107264193,Japanese,47.033094977740696,1,85,
71,19.746268642554664,5.379360631907719,Japanese,36.39973800541269,0,73,
33,36.86233774452149,9.508132157001475,Japanese,25.55073651446388,0,81,
64,13.717165775175598,12.686794794224085,Japanese,15.256495314210738,1,21,
18,20.281890657283196,19.989324964312615,Italian,20.499400316023642,1,45,
12,41.51607953,2.0961612999514423,Mexican,33.248619099575336,0,90,
40,44.58744768134161,9.971415990114183,Mexican,38.726717902420546,1,12,
49,34.339456506391656,7.702402398050001,Mexican,14.97687547407574,0,32,
45,30.273537272819304,17.316403304447103,Mexican,33.98389040176216,1,4,
33,16.372160824759213,9.519354620233118,Italian,32.01405115355004,0,89,
15,12.524361323166007,2.219550491702962,American,30.558217867628322,0,76,
75,14.705961138942346,12.688482905731673,American,37.60492470728032,1,26,
93,19.09429200384395,15.415612365277596,Italian,43.49798380333847,1,77,
84,23.666980075876833,0.057625033,Italian,22.919587327074737,0,23,
13,25.236381020439488,17.17913370841259,Japanese,45.56048760443838,1,66,
88,23.852870743560143,3.7204600001133126,Japanese,16.42534450474203,1,62,
15,19.562213287890625,11.041387293067558,Japanese,16.920954790046572,1,93,
60,30.388969870067925,8.315950013749003,Mexican,20.670882544956957,0,98,
71,43.01144432931587,14.393076332210608,Japanese,14.781234781883112,1,47,
66,21.18814153885917,7.423232295714836,American,19.21276899,1,62,
75,47.695480764089325,17.395263533634214,Mexican,14.256470516113783,0,77,
88,44.93346646895391,14.609927219175805,Japanese,42.87009667941562,1,11,
84,16.470568454084386,12.95426342125843,Mexican,15.558759675464984,1,27,
17,41.45103827028378,15.924811911257086,American,39.89190230239427,0,43,
35,32.983495292710664,15.080460698567645,Japanese,11.91655471653335,0,92,
60,32.66301448685674,0.7187734984310667,American,47.9408131,1,42,
54,25.641710522326978,7.894687076896563,American,38.446403501110645,1,16,
53,30.04611996728039,18.616145946329794,American,10.27186194344447,0,39,
14,25.88715109716844,2.5144853798445244,Japanese,40.55426000800856,0,48,
79,31.589304750397712,14.741931008641025,Italian,30.56327683064741,1,84,
35,35.11800211090544,19.491836226706592,Japanese,41.17460681340479,1,56,
77,36.97215225636194,1.0439725808994327,American,30.89987235562354,1,86,
28,31.299247702377045,13.64387761253221,Japanese,35.64099430541418,0,83,
93,38.85688269314927,9.363082826020609,American,41.45326621580162,1,63,
29,15.651121971020231,11.583505107494442,Italian,26.204322183514268,0,74,
21,18.479299636089543,1.706826729686497,Mexican,10.108325992818084,0,56,
56,42.74940016297081,0.8601390373387896,Italian,43.99785983780754,0,97,
10,22.90111911385661,13.337333211018434,Italian,25.235614504986504,1,73,
99,10.915752999044809,16.46618859641436,Mexican,29.84170904066332,1,73,
23,16.151645986721242,15.640306698659344,Japanese,10.31066568615875,1,69,
73,18.94457737985245,10.876114557324748,Mexican,29.68368041400392,0,99,
47,48.29291551578349,1.9973364227235635,Japanese,49.45949606286918,1,87,
46,32.92165715723397,13.760888876720276,Japanese,21.130706432750785,0,75,
20,47.30922961905019,4.837777671082919,American,25.816730809695123,0,42,
86,33.00653402,18.221374055347674,American,37.48759985874706,0,22,
12,29.17417760551407,16.765307190914097,Mexican,42.591746700946345,0,26,
42,22.54910764776384,14.187659341747818,Italian,26.695664960244013,0,57,
15,34.25483777733503,18.976919116622607,Mexican,22.386754816051702,0,36,
59,15.567920984701193,0.6284364302254586,Japanese,47.513031999402685,1,5,
19,45.93046509170824,14.72400850121524,American,37.085798666866765,0,64,
14,43.17329620565135,6.604855586728107,Mexican,14.760852179725642,1,5,
32,22.701257915069483,18.121317713727304,Mexican,12.757115125385944,0,49,
19,48.111901104051775,5.333503933239552,American,29.34199403161476,1,21,
53,43.008030696622725,14.49712998630034,American,18.803602641890897,1,87,
11,36.652275433401584,17.55294039301563,American,20.15939013505014,1,24,
22,14.870476445010992,0.8331363676536485,Japanese,45.10768715311393,1,78,
49,29.129360921922892,7.952951591840723,American,13.582640972652428,0,89,
11,30.244302193870034,15.246180640438773,Italian,38.614564609155586,0,71,
93,19.302054334615203,9.09837779,Mexican,20.84569013522352,0,50,
74,13.198615774372078,5.345052595871906,American,40.41312885616551,0,87,
72,41.06894521886771,4.396106976,American,38.89645537854179,1,47,
82,14.88140208,2.6303653383275583,Japanese,10.295676057771722,1,69,
26,33.77163002247099,17.142591197125647,Japanese,30.365416516863966,1,98,
18,47.45796695534642,11.507108065031119,Mexican,15.572779295121855,0,64,
84,45.0442077,1.5276988998291197,Italian,44.64908122314707,1,59,
24,21.110104949970445,7.651606471412709,Mexican,44.863435314496265,0,45,
33,44.057945502050615,7.354673016102198,American,26.733832299750322,1,35,
47,10.013300244819575,3.6347838141892597,Italian,27.775824738043223,1,57,
44,10.70751238453029,8.710152509443814,Italian,22.131317576181083,1,75,
58,34.10212655,6.641987307862729,Italian,38.66425195840124,1,37,
78,24.59192876578118,6.836074109843651,Italian,24.346454521058366,1,10,
71,25.458433646365886,14.780531155759174,Mexican,20.71169898090535,0,11,
69,32.57764363,4.465267710103927,Japanese,27.28924238018033,1,41,
59,17.671298223674423,12.837199177107108,Japanese,13.659500735498348,0,38,
87,18.470214026619132,11.412992477618698,American,39.86412818576815,0,70,
84,29.384063480754588,11.361850246757346,Japanese,10.503856050871478,0,10,
18,40.17014177375452,13.260146922835519,Japanese,35.77940246082376,0,35,
43,34.77991005630351,10.967640723913078,Japanese,17.314581070194897,0,51,
85,21.894201929473557,17.585102296927694,Japanese,19.296161848576524,0,30,
44,27.213487100356847,13.511601839005197,American,35.42527995,0,32,
10,16.826590341999935,10.939265027427762,Mexican,49.71773863131629,0,12,
49,12.985192573483268,16.595262405752898,Italian,41.108699562902025,1,17,
73,41.30784162976597,12.122931298669595,Japanese,19.03358528893568,1,40,
31,20.615496367527783,5.8228849557035804,Mexican,17.04099020164535,0,57,
69,17.110655514049927,4.141898363531425,Japanese,44.64931481070681,0,55,
73,37.664722222772774,3.046555713253576,Japanese,27.76735791686017,0,23,
81,34.722066971487436,17.989104250922033,Italian,15.482112113126218,1,72,
